













300.57	67.51  
407.45	201.83 
191.54	73.1   
242.22	239.94 
373.07	64.44  
500.3	185.76 
245.86	73.14  
311.09	234.03 
269.3	73.07  
393.9	274.73 
234.42	75.28  
297.84	234.2  
